GL class,Ledger Type,Ledger Name,Ledger Code,Ledger Description,Ledger Currency,Branch,Related Parent Ledger,Mapped Product Code,Mapped Product Name
Expense,Parent,Expense_ABC-1,EXPHSN,Desc,NGN,HQ,EXPVSG,,
Expense,Parent,Expense_ABC,EXPVSG,Desc,NGN,HQ,,,
Liability,Parent,Liability_Test_Upload SRC,LIABGP,Desc,NGN,HQ,,,
Asset,Parent,Huge01,ASTV01,This is a parent under a parent Vault Cash 01,TBT,S012,,,
Asset,Parent,Huge02,ASTV02,This is a parent under a parent Vault Cash 02,TBT,S012,,,
Asset,Parent,Huge03,ASTV03,This is a parent under a parent Vault Cash 03,TBT,S012,,,
Asset,Parent,Huge04,ASTV04,This is a parent under a parent Vault Cash 04,TBT,S012,,,
Asset,Parent,Huge05,ASTV05,This is a parent under a parent Vault Cash 05,TBT,S012,,,
Asset,Parent,Huge06,ASTV06,This is a parent under a parent Vault Cash 06,TBT,S012,,,
Asset,Parent,Huge07,ASTV07,This is a parent under a parent Vault Cash 07,TBT,S012,,,
Asset,Parent,Huge08,ASTV08,This is a parent under a parent Vault Cash 08,TBT,S012,,,
Asset,Parent,Huge09,ASTV09,This is a parent under a parent Vault Cash 09,TBT,S012,,,
Asset,Parent,Huge10,ASTV10,This is a parent under a parent Vault Cash 10,TBT,S012,,,
Asset,Parent,Huge11,ASTV11,This is a parent under a parent Vault Cash 11,TBT,S012,,,
Asset,Parent,Huge12,ASTV12,This is a parent under a parent Vault Cash 12,TBT,S012,,,
Asset,Parent,Huge13,ASTV13,This is a parent under a parent Vault Cash 13,TBT,S012,,,
Asset,Parent,Huge14,ASTV14,This is a parent under a parent Vault Cash 14,TBT,S012,,,
Asset,Parent,Huge15,ASTV15,This is a parent under a parent Vault Cash 15,TBT,S012,,,
Asset,Parent,Huge16,ASTV16,This is a parent under a parent Vault Cash 16,TBT,S012,,,
Asset,Parent,Huge17,ASTV17,This is a parent under a parent Vault Cash 17,TBT,S012,,,
Asset,Parent,Huge18,ASTV18,This is a parent under a parent Vault Cash 18,TBT,S012,,,
Asset,Parent,Huge19,ASTV19,This is a parent under a parent Vault Cash 19,TBT,S012,,,
Asset,Parent,Huge20,ASTV20,This is a parent under a parent Vault Cash 20,TBT,S012,,,
Asset,Parent,Huge21,ASTV21,This is a parent under a parent Vault Cash 21,TBT,S012,,,
Asset,Parent,Huge22,ASTV22,This is a parent under a parent Vault Cash 22,TBT,S012,,,
Asset,Parent,Huge23,ASTV23,This is a parent under a parent Vault Cash 23,TBT,S012,,,
Asset,Parent,Huge24,ASTV24,This is a parent under a parent Vault Cash 24,TBT,S012,,,
Asset,Parent,Huge25,ASTV25,This is a parent under a parent Vault Cash 25,TBT,S012,,,
Asset,Parent,Huge26,ASTV26,This is a parent under a parent Vault Cash 26,TBT,S012,,,
Asset,Parent,Huge27,ASTV27,This is a parent under a parent Vault Cash 27,TBT,S012,,,
Asset,Parent,Huge28,ASTV28,This is a parent under a parent Vault Cash 28,TBT,S012,,,
Asset,Parent,Huge29,ASTV29,This is a parent under a parent Vault Cash 29,TBT,S012,,,
Asset,Parent,Huge30,ASTV30,This is a parent under a parent Vault Cash 30,TBT,S012,,,
Asset,Parent,Huge31,ASTV31,This is a parent under a parent Vault Cash 31,TBT,S012,,,
Asset,Parent,Huge32,ASTV32,This is a parent under a parent Vault Cash 32,TBT,S012,,,
Asset,Parent,Huge33,ASTV33,This is a parent under a parent Vault Cash 33,TBT,S012,,,
Asset,Parent,Huge34,ASTV34,This is a parent under a parent Vault Cash 34,TBT,S012,,,
Asset,Parent,Huge35,ASTV35,This is a parent under a parent Vault Cash 35,TBT,S012,,,
Asset,Parent,Huge36,ASTV36,This is a parent under a parent Vault Cash 36,TBT,S012,,,
Asset,Parent,Huge37,ASTV37,This is a parent under a parent Vault Cash 37,TBT,S012,,,
Asset,Parent,Huge38,ASTV38,This is a parent under a parent Vault Cash 38,TBT,S012,,,
Asset,Parent,Huge39,ASTV39,This is a parent under a parent Vault Cash 39,TBT,S012,,,
Asset,Parent,Huge40,ASTV40,This is a parent under a parent Vault Cash 40,TBT,S012,,,
Asset,Parent,Huge41,ASTV41,This is a parent under a parent Vault Cash 41,TBT,S012,,,
Asset,Parent,Huge42,ASTV42,This is a parent under a parent Vault Cash 42,TBT,S012,,,
Asset,Parent,Huge43,ASTV43,This is a parent under a parent Vault Cash 43,TBT,S012,,,
Asset,Parent,Huge44,ASTV44,This is a parent under a parent Vault Cash 44,TBT,S012,,,
Asset,Parent,Huge45,ASTV45,This is a parent under a parent Vault Cash 45,TBT,S012,,,
Asset,Parent,Huge46,ASTV46,This is a parent under a parent Vault Cash 46,TBT,S012,,,
Asset,Parent,Huge47,ASTV47,This is a parent under a parent Vault Cash 47,TBT,S012,,,
Asset,Parent,Huge48,ASTV48,This is a parent under a parent Vault Cash 48,TBT,S012,,,
Asset,Parent,Huge49,ASTV49,This is a parent under a parent Vault Cash 49,TBT,S012,,,
Asset,Parent,Huge50,ASTV50,This is a parent under a parent Vault Cash 50,TBT,S012,,,
Asset,Parent,Huge51,ASTV51,This is a parent under a parent Vault Cash 51,TBT,S012,,,
Asset,Parent,Huge52,ASTV52,This is a parent under a parent Vault Cash 52,TBT,S012,,,
Asset,Parent,Huge53,ASTV53,This is a parent under a parent Vault Cash 53,TBT,S012,,,
Asset,Parent,Huge54,ASTV54,This is a parent under a parent Vault Cash 54,TBT,S012,,,
Asset,Parent,Huge55,ASTV55,This is a parent under a parent Vault Cash 55,TBT,S012,,,
Asset,Parent,Huge56,ASTV56,This is a parent under a parent Vault Cash 56,TBT,S012,,,
Asset,Parent,Huge57,ASTV57,This is a parent under a parent Vault Cash 57,TBT,S012,,,
Asset,Parent,Huge58,ASTV58,This is a parent under a parent Vault Cash 58,TBT,S012,,,
Asset,Parent,Huge59,ASTV59,This is a parent under a parent Vault Cash 59,TBT,S012,,,
Asset,Parent,Huge60,ASTV60,This is a parent under a parent Vault Cash 60,TBT,S012,,,
Asset,Parent,Huge61,ASTV61,This is a parent under a parent Vault Cash 61,TBT,S012,,,
Asset,Parent,Huge62,ASTV62,This is a parent under a parent Vault Cash 62,TBT,S012,,,
Asset,Parent,Huge63,ASTV63,This is a parent under a parent Vault Cash 63,TBT,S012,,,
Asset,Parent,Huge64,ASTV64,This is a parent under a parent Vault Cash 64,TBT,S012,,,
Asset,Parent,Huge65,ASTV65,This is a parent under a parent Vault Cash 65,TBT,S012,,,
Asset,Parent,Huge66,ASTV66,This is a parent under a parent Vault Cash 66,TBT,S012,,,
Asset,Parent,Huge67,ASTV67,This is a parent under a parent Vault Cash 67,TBT,S012,,,
Asset,Parent,Huge68,ASTV68,This is a parent under a parent Vault Cash 68,TBT,S012,,,
Asset,Parent,Huge69,ASTV69,This is a parent under a parent Vault Cash 69,TBT,S012,,,
Asset,Parent,Huge70,ASTV70,This is a parent under a parent Vault Cash 70,TBT,S012,,,
Asset,Parent,Huge71,ASTV71,This is a parent under a parent Vault Cash 71,TBT,S012,,,
Asset,Parent,Huge72,ASTV72,This is a parent under a parent Vault Cash 72,TBT,S012,,,
Asset,Parent,Huge73,ASTV73,This is a parent under a parent Vault Cash 73,TBT,S012,,,
Asset,Parent,Huge74,ASTV74,This is a parent under a parent Vault Cash 74,TBT,S012,,,
Asset,Parent,Huge75,ASTV75,This is a parent under a parent Vault Cash 75,TBT,S012,,,
Asset,Parent,Huge76,ASTV76,This is a parent under a parent Vault Cash 76,TBT,S012,,,
Asset,Parent,Huge77,ASTV77,This is a parent under a parent Vault Cash 77,TBT,S012,,,
Asset,Parent,Huge78,ASTV78,This is a parent under a parent Vault Cash 78,TBT,S012,,,
Asset,Parent,Huge79,ASTV79,This is a parent under a parent Vault Cash 79,TBT,S012,,,
Asset,Parent,Huge80,ASTV80,This is a parent under a parent Vault Cash 80,TBT,S012,,,
Asset,Parent,Huge81,ASTV81,This is a parent under a parent Vault Cash 81,TBT,S012,,,
Asset,Parent,Huge82,ASTV82,This is a parent under a parent Vault Cash 82,TBT,S012,,,
Asset,Parent,Huge83,ASTV83,This is a parent under a parent Vault Cash 83,TBT,S012,,,
Asset,Parent,Huge84,ASTV84,This is a parent under a parent Vault Cash 84,TBT,S012,,,
Asset,Parent,Huge85,ASTV85,This is a parent under a parent Vault Cash 85,TBT,S012,,,
Asset,Parent,Huge86,ASTV86,This is a parent under a parent Vault Cash 86,TBT,S012,,,
Asset,Parent,Huge87,ASTV87,This is a parent under a parent Vault Cash 87,TBT,S012,,,
Asset,Parent,Huge88,ASTV88,This is a parent under a parent Vault Cash 88,TBT,S012,,,
Asset,Parent,Huge89,ASTV89,This is a parent under a parent Vault Cash 89,TBT,S012,,,
Asset,Parent,Huge90,ASTV90,This is a parent under a parent Vault Cash 90,TBT,S012,,,
Asset,Parent,Huge91,ASTV91,This is a parent under a parent Vault Cash 91,TBT,S012,,,
Asset,Parent,Huge92,ASTV92,This is a parent under a parent Vault Cash 92,TBT,S012,,,
Asset,Parent,Huge93,ASTV93,This is a parent under a parent Vault Cash 93,TBT,S012,,,
Asset,Parent,Huge94,ASTV94,This is a parent under a parent Vault Cash 94,TBT,S012,,,
Asset,Parent,Huge95,ASTV95,This is a parent under a parent Vault Cash 95,TBT,S012,,,
Asset,Parent,Huge96,ASTV96,This is a parent under a parent Vault Cash 96,TBT,S012,,,
Asset,Parent,Huge97,ASTV97,This is a parent under a parent Vault Cash 97,TBT,S012,,,
Asset,Parent,Huge98,ASTV98,This is a parent under a parent Vault Cash 98,TBT,S012,,,
Asset,Parent,Huge99,ASTV99,This is a parent under a parent Vault Cash 99,TBT,S012,,,
Asset,Parent,Huge100,ASTT01,This is a parent under a parent Vault Cash 100,TBT,S012,,,
Asset,Parent,Huge101,ASTT02,This is a parent under a parent Vault Cash 101,TBT,S012,,,
Asset,Parent,Huge102,ASTT03,This is a parent under a parent Vault Cash 102,TBT,S012,,,
Asset,Parent,Huge103,ASTT04,This is a parent under a parent Vault Cash 103,TBT,S012,,,
Asset,Parent,Huge104,ASTT05,This is a parent under a parent Vault Cash 104,TBT,S012,,,
Asset,Parent,Huge105,ASTT06,This is a parent under a parent Vault Cash 105,TBT,S012,,,
Asset,Parent,Huge106,ASTT07,This is a parent under a parent Vault Cash 106,TBT,S012,,,
Asset,Parent,Huge107,ASTT08,This is a parent under a parent Vault Cash 107,TBT,S012,,,
Asset,Parent,Huge108,ASTT09,This is a parent under a parent Vault Cash 108,TBT,S012,,,
Asset,Parent,Huge109,ASTT10,This is a parent under a parent Vault Cash 109,TBT,S012,,,
Asset,Parent,Huge110,ASTT11,This is a parent under a parent Vault Cash 110,TBT,S012,,,
Asset,Parent,Huge111,ASTT12,This is a parent under a parent Vault Cash 111,TBT,S012,,,
Asset,Parent,Huge112,ASTT13,This is a parent under a parent Vault Cash 112,TBT,S012,,,
Asset,Parent,Huge113,ASTT14,This is a parent under a parent Vault Cash 113,TBT,S012,,,
Asset,Parent,Huge114,ASTT15,This is a parent under a parent Vault Cash 114,TBT,S012,,,
Asset,Parent,Huge115,ASTT16,This is a parent under a parent Vault Cash 115,TBT,S012,,,
Asset,Parent,Huge116,ASTT17,This is a parent under a parent Vault Cash 116,TBT,S012,,,
Asset,Parent,Huge117,ASTT18,This is a parent under a parent Vault Cash 117,TBT,S012,,,
Asset,Parent,Huge118,ASTT19,This is a parent under a parent Vault Cash 118,TBT,S012,,,
Asset,Parent,Huge119,ASTT20,This is a parent under a parent Vault Cash 119,TBT,S012,,,
Asset,Parent,Huge120,ASTT21,This is a parent under a parent Vault Cash 120,TBT,S012,,,
Asset,Parent,Huge121,ASTT22,This is a parent under a parent Vault Cash 121,TBT,S012,,,
Asset,Parent,Huge122,ASTT23,This is a parent under a parent Vault Cash 122,TBT,S012,,,
Asset,Parent,Huge123,ASTT24,This is a parent under a parent Vault Cash 123,TBT,S012,,,
Asset,Parent,Huge124,ASTT25,This is a parent under a parent Vault Cash 124,TBT,S012,,,
Asset,Parent,Huge125,ASTT26,This is a parent under a parent Vault Cash 125,TBT,S012,,,
Asset,Parent,Huge126,ASTT27,This is a parent under a parent Vault Cash 126,TBT,S012,,,
Asset,Parent,Huge127,ASTT28,This is a parent under a parent Vault Cash 127,TBT,S012,,,
Asset,Parent,Huge128,ASTT29,This is a parent under a parent Vault Cash 128,TBT,S012,,,
Asset,Parent,Huge129,ASTT30,This is a parent under a parent Vault Cash 129,TBT,S012,,,
Asset,Parent,Huge130,ASTT31,This is a parent under a parent Vault Cash 130,TBT,S012,,,
Asset,Parent,Huge131,ASTT32,This is a parent under a parent Vault Cash 131,TBT,S012,,,
Asset,Parent,Huge132,ASTT33,This is a parent under a parent Vault Cash 132,TBT,S012,,,
Asset,Parent,Huge133,ASTT34,This is a parent under a parent Vault Cash 133,TBT,S012,,,
Asset,Parent,Huge134,ASTT35,This is a parent under a parent Vault Cash 134,TBT,S012,,,
Asset,Parent,Huge135,ASTT36,This is a parent under a parent Vault Cash 135,TBT,S012,,,
Asset,Parent,Huge136,ASTT37,This is a parent under a parent Vault Cash 136,TBT,S012,,,
Asset,Parent,Huge137,ASTT38,This is a parent under a parent Vault Cash 137,TBT,S012,,,
Asset,Parent,Huge138,ASTT39,This is a parent under a parent Vault Cash 138,TBT,S012,,,
Asset,Parent,Huge139,ASTT40,This is a parent under a parent Vault Cash 139,TBT,S012,,,
Asset,Parent,Huge140,ASTT41,This is a parent under a parent Vault Cash 140,TBT,S012,,,
Asset,Parent,Huge141,ASTT42,This is a parent under a parent Vault Cash 141,TBT,S012,,,
Asset,Parent,Huge142,ASTT43,This is a parent under a parent Vault Cash 142,TBT,S012,,,
Asset,Parent,Huge143,ASTT44,This is a parent under a parent Vault Cash 143,TBT,S012,,,
Asset,Parent,Huge144,ASTT45,This is a parent under a parent Vault Cash 144,TBT,S012,,,
Asset,Parent,Huge145,ASTT46,This is a parent under a parent Vault Cash 145,TBT,S012,,,
Asset,Parent,Huge146,ASTT47,This is a parent under a parent Vault Cash 146,TBT,S012,,,
Asset,Parent,Huge147,ASTT48,This is a parent under a parent Vault Cash 147,TBT,S012,,,
Asset,Parent,Huge148,ASTT49,This is a parent under a parent Vault Cash 148,TBT,S012,,,
Asset,Parent,Huge149,ASTT50,This is a parent under a parent Vault Cash 149,TBT,S012,,,
Asset,Parent,Huge150,ASTT51,This is a parent under a parent Vault Cash 150,TBT,S012,,,
Asset,Parent,Huge151,ASTT52,This is a parent under a parent Vault Cash 151,TBT,S012,,,
Asset,Parent,Huge152,ASTT53,This is a parent under a parent Vault Cash 152,TBT,S012,,,
Asset,Parent,Huge153,ASTT54,This is a parent under a parent Vault Cash 153,TBT,S012,,,
Asset,Parent,Huge154,ASTT55,This is a parent under a parent Vault Cash 154,TBT,S012,,,
Asset,Parent,Huge155,ASTT56,This is a parent under a parent Vault Cash 155,TBT,S012,,,
Asset,Parent,Huge156,ASTT57,This is a parent under a parent Vault Cash 156,TBT,S012,,,
Asset,Parent,Huge157,ASTT58,This is a parent under a parent Vault Cash 157,TBT,S012,,,
Asset,Parent,Huge158,ASTT59,This is a parent under a parent Vault Cash 158,TBT,S012,,,
Asset,Parent,Huge159,ASTT60,This is a parent under a parent Vault Cash 159,TBT,S012,,,
Asset,Parent,Huge160,ASTT61,This is a parent under a parent Vault Cash 160,TBT,S012,,,
Asset,Parent,Huge161,ASTT62,This is a parent under a parent Vault Cash 161,TBT,S012,,,
Asset,Parent,Huge162,ASTT63,This is a parent under a parent Vault Cash 162,TBT,S012,,,
Asset,Parent,Huge163,ASTT64,This is a parent under a parent Vault Cash 163,TBT,S012,,,
Asset,Parent,Huge164,ASTT65,This is a parent under a parent Vault Cash 164,TBT,S012,,,
Asset,Parent,Huge165,ASTT66,This is a parent under a parent Vault Cash 165,TBT,S012,,,
Asset,Parent,Huge166,ASTT67,This is a parent under a parent Vault Cash 166,TBT,S012,,,
Asset,Parent,Huge167,ASTT68,This is a parent under a parent Vault Cash 167,TBT,S012,,,
Asset,Parent,Huge168,ASTT69,This is a parent under a parent Vault Cash 168,TBT,S012,,,
Asset,Parent,Huge169,ASTT70,This is a parent under a parent Vault Cash 169,TBT,S012,,,
Asset,Parent,Huge170,ASTT71,This is a parent under a parent Vault Cash 170,TBT,S012,,,
Asset,Parent,Huge171,ASTT72,This is a parent under a parent Vault Cash 171,TBT,S012,,,
Asset,Parent,Huge172,ASTT73,This is a parent under a parent Vault Cash 172,TBT,S012,,,
Asset,Parent,Huge173,ASTT74,This is a parent under a parent Vault Cash 173,TBT,S012,,,
Asset,Parent,Huge174,ASTT75,This is a parent under a parent Vault Cash 174,TBT,S012,,,
Asset,Parent,Huge175,ASTT76,This is a parent under a parent Vault Cash 175,TBT,S012,,,
Asset,Parent,Huge176,ASTT77,This is a parent under a parent Vault Cash 176,TBT,S012,,,
Asset,Parent,Huge177,ASTT78,This is a parent under a parent Vault Cash 177,TBT,S012,,,
Asset,Parent,Huge178,ASTT79,This is a parent under a parent Vault Cash 178,TBT,S012,,,
Asset,Parent,Huge179,ASTT80,This is a parent under a parent Vault Cash 179,TBT,S012,,,
Asset,Parent,Huge180,ASTT81,This is a parent under a parent Vault Cash 180,TBT,S012,,,
Asset,Parent,Huge181,ASTT82,This is a parent under a parent Vault Cash 181,TBT,S012,,,
Asset,Parent,Huge182,ASTT83,This is a parent under a parent Vault Cash 182,TBT,S012,,,
Asset,Parent,Huge183,ASTT84,This is a parent under a parent Vault Cash 183,TBT,S012,,,
Asset,Parent,Huge184,ASTT85,This is a parent under a parent Vault Cash 184,TBT,S012,,,
Asset,Parent,Huge185,ASTT86,This is a parent under a parent Vault Cash 185,TBT,S012,,,
Asset,Parent,Huge186,ASTT87,This is a parent under a parent Vault Cash 186,TBT,S012,,,
Asset,Parent,Huge187,ASTT88,This is a parent under a parent Vault Cash 187,TBT,S012,,,
Asset,Parent,Huge188,ASTT89,This is a parent under a parent Vault Cash 188,TBT,S012,,,
Asset,Parent,Huge189,ASTT90,This is a parent under a parent Vault Cash 189,TBT,S012,,,
Asset,Parent,Huge190,ASTT91,This is a parent under a parent Vault Cash 190,TBT,S012,,,
Asset,Parent,Huge191,ASTT92,This is a parent under a parent Vault Cash 191,TBT,S012,,,
Asset,Parent,Huge192,ASTT93,This is a parent under a parent Vault Cash 192,TBT,S012,,,
Asset,Parent,Huge193,ASTT94,This is a parent under a parent Vault Cash 193,TBT,S012,,,
Asset,Parent,Huge194,ASTT95,This is a parent under a parent Vault Cash 194,TBT,S012,,,
Asset,Parent,Huge195,ASTT96,This is a parent under a parent Vault Cash 195,TBT,S012,,,
Asset,Parent,Huge197,ASTT98,This is a parent under a parent Vault Cash 197,TBT,S012,,,
Asset,Parent,Huge198,ASTT99,This is a parent under a parent Vault Cash 198,TBT,S012,,,
Equity,Parent,Huge200,EQUU01,This is a parent under a parent Vault Cash 200,TBT,S012,,,
Equity,Parent,Huge201,EQUU02,This is a parent under a parent Vault Cash 201,TBT,S012,,,
Equity,Parent,Huge202,EQUU03,This is a parent under a parent Vault Cash 202,TBT,S012,,,
Equity,Parent,Huge203,EQUU04,This is a parent under a parent Vault Cash 203,TBT,S012,,,
Equity,Parent,Huge204,EQUU05,This is a parent under a parent Vault Cash 204,TBT,S012,,,
Equity,Parent,Huge205,EQUU06,This is a parent under a parent Vault Cash 205,TBT,S012,,,
Equity,Parent,Huge206,EQUU07,This is a parent under a parent Vault Cash 206,TBT,S012,,,
Equity,Parent,Huge207,EQUU08,This is a parent under a parent Vault Cash 207,TBT,S012,,,
Equity,Parent,Huge208,EQUU09,This is a parent under a parent Vault Cash 208,TBT,S012,,,
Equity,Parent,Huge209,EQUU10,This is a parent under a parent Vault Cash 209,TBT,S012,,,
Equity,Parent,Huge210,EQUU11,This is a parent under a parent Vault Cash 210,TBT,S012,,,
Equity,Parent,Huge211,EQUU12,This is a parent under a parent Vault Cash 211,TBT,S012,,,
Equity,Parent,Huge212,EQUU13,This is a parent under a parent Vault Cash 212,TBT,S012,,,
Equity,Parent,Huge213,EQUU14,This is a parent under a parent Vault Cash 213,TBT,S012,,,
Equity,Parent,Huge214,EQUU15,This is a parent under a parent Vault Cash 214,TBT,S012,,,
Equity,Parent,Huge215,EQUU16,This is a parent under a parent Vault Cash 215,TBT,S012,,,
Equity,Parent,Huge216,EQUU17,This is a parent under a parent Vault Cash 216,TBT,S012,,,
Equity,Parent,Huge217,EQUU18,This is a parent under a parent Vault Cash 217,TBT,S012,,,
Equity,Parent,Huge218,EQUU19,This is a parent under a parent Vault Cash 218,TBT,S012,,,
Equity,Parent,Huge219,EQUU20,This is a parent under a parent Vault Cash 219,TBT,S012,,,
Equity,Parent,Huge220,EQUU21,This is a parent under a parent Vault Cash 220,TBT,S012,,,
Equity,Parent,Huge221,EQUU22,This is a parent under a parent Vault Cash 221,TBT,S012,,,
Equity,Parent,Huge222,EQUU23,This is a parent under a parent Vault Cash 222,TBT,S012,,,
Equity,Parent,Huge223,EQUU24,This is a parent under a parent Vault Cash 223,TBT,S012,,,
Equity,Parent,Huge224,EQUU25,This is a parent under a parent Vault Cash 224,TBT,S012,,,
Equity,Parent,Huge225,EQUU26,This is a parent under a parent Vault Cash 225,TBT,S012,,,
Equity,Parent,Huge226,EQUU27,This is a parent under a parent Vault Cash 226,TBT,S012,,,
Equity,Parent,Huge227,EQUU28,This is a parent under a parent Vault Cash 227,TBT,S012,,,
Equity,Parent,Huge228,EQUU29,This is a parent under a parent Vault Cash 228,TBT,S012,,,
Equity,Parent,Huge229,EQUU30,This is a parent under a parent Vault Cash 229,TBT,S012,,,
Equity,Parent,Huge230,EQUU31,This is a parent under a parent Vault Cash 230,TBT,S012,,,
Equity,Parent,Huge231,EQUU32,This is a parent under a parent Vault Cash 231,TBT,S012,,,
Equity,Parent,Huge232,EQUU33,This is a parent under a parent Vault Cash 232,TBT,S012,,,
Equity,Parent,Huge233,EQUU34,This is a parent under a parent Vault Cash 233,TBT,S012,,,
Equity,Parent,Huge234,EQUU35,This is a parent under a parent Vault Cash 234,TBT,S012,,,
Equity,Parent,Huge235,EQUU36,This is a parent under a parent Vault Cash 235,TBT,S012,,,
Equity,Parent,Huge236,EQUU37,This is a parent under a parent Vault Cash 236,TBT,S012,,,
Equity,Parent,Huge237,EQUU38,This is a parent under a parent Vault Cash 237,TBT,S012,,,
Equity,Parent,Huge238,EQUU39,This is a parent under a parent Vault Cash 238,TBT,S012,,,
Equity,Parent,Huge239,EQUU40,This is a parent under a parent Vault Cash 239,TBT,S012,,,
Equity,Parent,Huge240,EQUU41,This is a parent under a parent Vault Cash 240,TBT,S012,,,
Equity,Parent,Huge241,EQUU42,This is a parent under a parent Vault Cash 241,TBT,S012,,,
Equity,Parent,Huge242,EQUU43,This is a parent under a parent Vault Cash 242,TBT,S012,,,
Equity,Parent,Huge243,EQUU44,This is a parent under a parent Vault Cash 243,TBT,S012,,,
Equity,Parent,Huge244,EQUU45,This is a parent under a parent Vault Cash 244,TBT,S012,,,
Equity,Parent,Huge245,EQUU46,This is a parent under a parent Vault Cash 245,TBT,S012,,,
Equity,Parent,Huge246,EQUU47,This is a parent under a parent Vault Cash 246,TBT,S012,,,
